year,spl_adjusted,spp_adjusted,price_diff,price_diff_adjusted,percent_increase,percent_increase_adjusted,days_between_sales
1996,102600,7850,62500,94750,1250,1207,245
1996,180804,39250,93950,141554,376,361,214
1996,156560,135020,17000,21540,20,16,184
1996,109440,94200,12000,15240,20,16,245
1996,203680,143112,42846,60568,47,42,184
1996,164160,70650,63000,93510,140,132,92
1996,494000,512605,-1500,-18605,0,-4,365
1996,46360,47885,0,-1525,0,-3,245
1996,157548,95770,42650,61778,70,65,245
1996,148200,60602,58900,87598,153,145,31
1996,24215,102050,-49069,-77835,-75,-76,108
1996,10336,25905,-9700,-15569,-59,-60,61
1996,45144,7765,24754,37379,500,481,25
1996,58520,11145,31401,47375,442,425,275
1996,380000,65940,208000,314060,495,476,245
1996,231800,180472,37550,51329,33,28,306
1996,185440,21980,108000,163460,771,744,31
1996,141865,219800,-46668,-77935,-33,-35,61
1996,75924,83132,-3000,-7208,-6,-9,214
1996,173280,178980,0,-5700,0,-3,92
1996,167200,188400,-10000,-21200,-8,-11,31
1996,68704,54950,10200,13754,29,25,61
1996,208468,43960,109150,164508,390,374,245
1996,116280,120105,0,-3825,0,-3,31
1996,125400,24374,66975,101026,431,414,92
1996,229520,237070,0,-7550,0,-3,92
1996,127680,120105,7500,7575,10,6,214
1996,155040,109115,32500,45925,47,42,153
1996,80560,77111,3885,3449,8,4,92
1996,27360,25120,2000,2240,13,9,61
1996,136648,72848,43500,63800,94,88,306
1996,174800,172543,5100,2257,5,1,306
1996,331208,65940,175900,265268,419,402,245
1996,387600,65940,213000,321660,507,488,245
1996,30400,14130,11000,16270,122,115,153
1996,116964,82425,24450,34539,47,42,153
1996,113544,125600,-5300,-12056,-7,-10,214
1996,74480,50753,16673,23727,52,47,31
1996,105336,131880,-14700,-26544,-18,-20,245
1996,97280,107702,-4600,-10422,-7,-10,31
1996,79040,59660,14000,19380,37,32,31
1996,119320,64566,37375,54754,91,85,61
1996,106400,106682,2050,-282,3,0,334
1996,159600,86350,50000,73250,91,85,214
1996,258324,265330,950,-7006,1,-3,153
1996,212648,179765,25400,32883,22,18,334
1996,189544,23864,109500,165680,720,694,153
1996,545680,78500,309000,467180,618,595,275
1996,94240,98910,-1000,-4670,-2,-5,214
1996,45600,86350,-25000,-40750,-45,-47,214
1996,205200,147580,41000,57620,44,39,245
1996,2,14108,-8985,-14107,-100,-100,92
1996,132088,107545,18400,24543,27,23,365
1996,536560,646840,-59000,-110280,-14,-17,245
1996,168720,94200,51000,74520,85,79,92
1996,158840,94200,44500,64640,74,69,275
1996,24320,25120,0,-800,0,-3,306
1996,128744,39250,59700,89494,239,228,31
1996,344280,243350,71500,100930,46,41,245
1996,287280,202530,60000,84750,47,42,306
1996,97280,89490,7000,7790,12,9,365
1996,100168,103463,0,-3295,0,-3,122
1996,122968,117750,5900,5218,8,4,334
1996,270560,238640,26000,31920,17,13,184
1996,178448,70650,72400,107798,161,153,31
1996,167200,128740,28000,38460,34,30,122
1996,421040,321850,72000,99190,35,31,365
1996,174040,70650,69500,103390,154,146,31
1996,101840,39250,42000,62590,168,159,31
1996,334324,205670,88950,128654,68,63,153
1996,189848,94200,64900,95648,108,102,31
1996,15,368950,-234990,-368935,-100,-100,122
1996,182400,47100,90000,135300,300,287,92
1996,132240,86350,32000,45890,58,53,214
1996,2,54950,-34999,-54948,-100,-100,245
1996,194560,40035,102500,154525,402,386,214
1996,142880,34540,72000,108340,327,314,150
1996,2,2,0,0,0,-3,31
1996,149720,71828,52750,77893,115,108,31
1996,135280,173485,-21500,-38205,-19,-22,306
1996,123880,89490,24500,34390,43,38,31
1996,60800,2,39999,60798,3999900,3872511,31
1996,252814,188400,46325,64414,39,34,122
1995,116965,80855,23000,36110,45,45,181
1995,51053,5181,29218,45872,885,885,58
1995,67510,67510,0,0,0,0,15
1995,61230,18840,27000,42390,225,225,26
1995,139730,139730,0,0,0,0,6
1995,67275,67275,0,0,0,0,3
1995,21980,62800,-26000,-40820,-65,-65,244
1995,2,191540,-121999,-191538,-100,-100,153
1995,82425,146010,-40500,-63585,-44,-44,20
1995,153860,140875,10500,12985,12,9,365
1995,139730,59660,51000,80070,134,134,30
1995,258893,201852,36332,57041,28,28,61
1995,39250,39250,0,0,0,0,122
1995,203315,141300,39500,62015,44,44,91
1995,37688,11822,16475,25866,219,219,183
1995,180550,107823,46323,72727,67,67,30
1995,74575,144440,-44500,-69865,-48,-48,30
1995,117750,98125,12500,19625,20,20,334
1995,180550,54872,80050,125679,229,229,334
1995,208810,177100,23000,31710,21,18,365
1995,290372,104719,118250,185653,177,177,30
1995,125443,25760,63900,99683,399,387,365
1995,90369,86350,2560,4019,5,5,214
1995,172543,141300,19900,31243,22,22,30
1995,43960,43960,0,0,0,0,30
1995,462365,92630,235500,369735,399,399,183
1995,207240,193371,8834,13869,7,7,244
1995,219800,165635,34500,54165,33,33,244
1995,199390,16100,117000,183290,1170,1138,365
1995,78492,48670,18995,29822,61,61,30
1995,89490,89490,0,0,0,0,183
1995,48670,182450,-85210,-133780,-73,-73,1
1995,94200,85722,5400,8478,10,10,244
1995,102050,64056,24200,37994,59,59,334
1995,116965,36110,51500,80855,224,224,30
1995,76930,73005,2500,3925,5,5,91
1995,138160,133450,3000,4710,4,4,30
1995,61230,16793,28304,44437,265,265,30
1995,96555,78500,11500,18055,23,23,61
1995,125443,122460,1900,2983,2,2,153
1995,27475,24492,1900,2983,12,12,334
1995,146952,146952,0,0,0,0,30
1995,198605,135020,40500,63585,47,47,153
1995,150720,136904,8800,13816,10,10,244
1995,164850,164850,0,0,0,0,122
1995,99695,48670,32500,51025,105,105,303
1995,114610,63585,32500,51025,80,80,153
1995,125600,133450,-5000,-7850,-6,-6,30
1995,124030,78500,29000,45530,58,58,61
1995,287310,70650,138000,216660,307,307,153
1995,259050,259050,0,0,0,0,153
1995,178980,185260,-4000,-6280,-3,-3,275
1995,7850,138945,-83500,-131095,-94,-94,214
1995,191540,160931,19496,30609,19,19,122
1995,651550,104650,350000,546900,538,523,365
1995,116965,21825,60599,95140,436,436,61
1995,109900,54950,35000,54950,100,100,61
1995,191540,94200,62000,97340,103,103,303
1995,105975,2,67499,105973,6749900,6749900,183
1995,70650,70650,0,0,0,0,303
1995,39250,134189,-60471,-94939,-71,-71,303
1995,172700,108330,41000,64370,59,59,183
1995,42390,35420,5000,6970,23,20,365
1995,62800,3,39998,62797,1999900,1999900,61
1995,235500,43960,122000,191540,436,436,153
1995,202452,29987,109850,172465,575,575,244
1995,67510,67510,0,0,0,0,2
1995,51025,62015,-7000,-10990,-18,-18,30
1995,171130,113040,37000,58090,51,51,122
1995,130615,125600,3194,5015,4,4,30
1995,107702,94200,8600,13502,14,14,30
1995,138160,111895,18500,26265,27,23,365
1995,219722,117750,64950,101972,87,87,214
1995,103282,72364,19693,30918,43,43,153
1995,204100,138160,42000,65940,48,48,183
1995,211950,211950,0,0,0,0,30
1995,1020500,368950,415000,651550,177,177,275
1995,8696,187565,-110961,-178869,-95,-95,365
1995,97340,64370,21000,32970,51,51,334
1995,40035,126385,-55000,-86350,-68,-68,30
1995,76930,47100,19000,29830,63,63,214
1995,192325,75360,74500,116965,155,155,153
1995,139730,139730,0,0,0,0,214
1995,86350,86350,0,0,0,0,91
1995,70650,211950,-90000,-141300,-67,-67,30
1995,219800,15700,130000,204100,1300,1300,61
1995,222667,54950,106826,167717,305,305,153
1995,133293,67510,41900,65783,97,97,179
1995,14099,14458,0,-359,0,-2,365
1995,194680,194680,0,0,0,0,153
1995,180472,78316,65067,102155,130,130,214
1995,147580,61230,55000,86350,141,141,303
1995,84780,61230,15000,23550,38,38,122
1995,249630,61230,120000,188400,308,308,153
1995,447450,163202,181050,284249,174,174,30
1995,235500,81640,98000,153860,188,188,30
1995,235422,200175,22450,35247,18,18,214
1995,211950,141300,45000,70650,50,50,183
1995,305365,10990,187500,294375,2679,2679,244
1995,105190,51810,34000,53380,103,103,214
1995,141300,109900,20000,31400,29,29,275
1995,274750,171130,66000,103620,61,61,214
1995,166420,100480,42000,65940,66,66,61
1995,54950,47100,5000,7850,17,17,61
1995,139730,87449,33300,52281,60,60,183
1995,160140,141300,12000,18840,13,13,244
1995,124030,83210,26000,40820,49,49,122
1995,136590,142870,-4000,-6280,-4,-4,91
1995,153860,51810,65000,102050,197,197,30
1995,178980,70650,69000,108330,153,153,61
1995,94200,22765,45500,71435,314,314,183
1995,21980,21980,0,0,0,0,91
1995,219722,194680,15950,25042,13,13,294
1995,188400,176625,7500,11775,7,7,292
1995,67510,67510,0,0,0,0,1
1995,67510,67510,0,0,0,0,1
1995,67510,67510,0,0,0,0,3
1995,67510,67510,0,0,0,0,242
1995,18840,147580,-82000,-128740,-87,-87,16
1995,146010,82425,40500,63585,77,77,194
1995,239739,239739,0,0,0,0,9
1995,216660,216660,0,0,0,0,1
1995,108330,56520,33000,51810,92,92,273
1995,157000,102050,35000,54950,54,54,214
1995,53459,23550,19050,29909,127,127,273
1995,204100,136850,45000,67250,53,49,335
1995,755971,157000,381510,598971,382,382,245
1995,39250,11775,17500,27475,233,233,245
1995,78500,29830,31000,48670,163,163,153
1995,180550,149150,20000,31400,21,21,214
1995,161553,155430,3900,6123,4,4,304
1995,131880,48670,53000,83210,171,171,31
1995,100480,2,63999,100478,6399900,6399900,92
1995,65940,65940,0,0,0,0,31
1995,250415,189980,41500,60435,35,32,335
1995,131880,78476,34015,53404,68,68,153
1995,118535,70650,30500,47885,68,68,92
1995,211950,211950,0,0,0,0,123
1995,141300,102050,25000,39250,38,38,123
1995,115395,75282,25550,40114,53,53,184
1995,386220,368950,11000,17270,5,5,153
1995,163202,16058,93976,147143,942,916,335
1995,128387,94035,21880,34352,37,37,61
1995,115395,54950,38500,60445,110,110,31
1995,149150,62800,55000,86350,138,138,92
1995,111313,24178,55500,87135,360,360,147
1995,178195,178195,0,0,0,0,184
1995,204100,40035,104500,164065,410,410,153
1995,31400,28260,2000,3140,11,11,31
1995,202530,131723,45100,70807,54,54,123
1995,117483,14915,65330,102568,688,688,214
1995,117750,39250,50000,78500,200,200,31
1995,118535,102050,10500,16485,16,16,273
1995,178980,133450,29000,45530,34,34,304
1995,174270,29830,92000,144440,484,484,214
1995,140515,141300,-500,-785,-1,-1,214
1995,141300,117750,15000,23550,20,20,31
1995,132665,84780,30500,47885,56,56,304
1995,43960,78422,-21950,-34462,-44,-44,31
1995,359530,255910,66000,103620,40,40,245
1995,83995,83720,1500,275,3,0,335
1995,116965,43613,46721,73352,168,168,245
1995,106760,78500,18000,28260,36,36,61
1995,209595,31400,113500,178195,568,568,245
1995,384650,386400,5000,-1750,2,0,365
1995,133450,89372,28075,44078,49,49,153
1995,94043,78500,9900,15543,20,20,61
1995,340690,50005,185150,290686,581,581,214
1995,219800,219800,0,0,0,0,31
1995,18055,161000,-88500,-142945,-89,-89,365
1995,193895,299460,-62500,-105565,-34,-35,365
1995,137375,86350,32500,51025,59,59,92
1995,78422,78422,0,0,0,0,31
1995,429825,91845,215274,337980,368,368,184
1995,157,110929,-68800,-110772,-100,-100,335
1995,211165,45530,105500,165635,364,364,184
1995,117750,58090,38000,59660,103,103,31
1995,109743,15700,59900,94043,599,599,245
1995,166342,80500,55950,85842,112,107,335
1995,128740,69080,38000,59660,86,86,61
1995,234087,19887,136433,214200,1077,1077,273
1995,156843,23550,84900,133293,566,566,214
1995,40035,47830,-4965,-7795,-16,-16,153
1995,298300,54950,155000,243350,443,443,92
1995,109900,76930,21000,32970,43,43,31
1995,219722,104327,73500,115395,111,111,123
1995,101893,75360,16900,26533,35,35,184
1995,348540,65940,180000,282600,429,429,184
1995,207240,149150,37000,58090,39,39,92
1995,99499,47100,33375,52399,111,111,184
1995,313843,65940,157900,247903,376,376,184
1995,155430,84702,45050,70729,84,84,92
1995,97419,199390,-64950,-101972,-51,-51,31
1995,70650,23550,30000,47100,200,200,61
1995,343673,65940,176900,277733,421,421,184
1995,105190,56520,31000,48670,86,86,31
1995,168775,148993,12600,19782,13,13,273
1995,235500,235500,0,0,0,0,123
1995,125600,85347,25639,40253,47,47,273
1995,131880,113040,12000,18840,17,17,31
1995,114610,62800,33000,51810,83,83,92
1995,242487,183666,37465,58820,32,32,153
1995,327997,65940,166915,262057,397,397,184
1995,180550,2,114999,180548,11499900,11499900,31
1995,229220,175840,34000,53380,30,30,245
1995,266900,40820,144000,226080,554,554,92
1995,65940,78500,-8000,-12560,-16,-16,31
1995,189970,31400,101000,158570,505,505,153
1995,65940,7065,37500,58875,833,833,61
1995,117750,145225,-17500,-27475,-19,-19,31
1995,167990,133450,22000,34540,26,26,214
1995,141300,108330,21000,32970,30,30,153
1995,138160,86350,33000,51810,60,60,214
1995,187615,178195,6000,9420,5,5,304
1995,109900,94037,10104,15863,17,17,273
1995,485130,82425,256500,402705,489,489,245
1995,450826,104650,222150,346176,342,331,335
1995,127955,102050,16500,25905,25,25,153
1995,188243,72450,74900,115793,166,160,365
1995,211950,159983,33100,51967,32,32,153
1995,120105,98125,14000,21980,22,22,153
1995,62015,30615,20000,31400,103,103,92
1995,144283,91374,33700,52909,58,58,153
1995,2,74575,-47499,-74573,-100,-100,92
1995,105190,85801,12350,19390,23,23,123
1995,141300,125600,10000,15700,13,13,214
1995,94122,50240,27950,43882,87,87,245
1995,137689,88862,31100,48827,55,55,304
1995,143655,120105,15000,23550,20,20,92
1995,298300,16100,180000,282200,1800,1753,365
1995,180472,120890,37950,59582,49,49,184
1995,154645,85565,44000,69080,81,81,61
1995,215090,64320,97050,150771,243,234,365
1995,156922,45373,71050,111549,246,246,273
1995,213520,45059,107300,168461,374,374,214
1995,207240,133450,47000,73790,55,55,304
1995,117750,96555,13500,21195,22,22,31
1995,183690,26164,100335,157526,602,602,184
1995,140633,62800,49575,77833,124,124,61
1995,121675,113825,5000,7850,7,7,153
1995,164026,94200,44475,69826,74,74,153
1995,31400,32200,0,-800,0,-2,365
1995,148365,58090,57500,90275,155,155,31
1995,271610,133450,88000,138160,104,104,92
1995,104405,102050,1500,2355,2,2,92
1995,202530,188370,12000,14160,10,8,335
1995,107702,107702,0,0,0,0,123
1995,54950,35622,12311,19328,54,54,245
1995,172700,177100,0,-4400,0,-2,365
1995,65312,65312,0,0,0,0,61
1995,86879,120890,-21663,-34011,-28,-28,92
1995,150720,4239,93300,146481,3456,3456,31
1995,123245,67510,35500,55735,83,83,123
1995,471000,306213,104960,164787,54,54,153
1995,18840,16,11990,18824,119900,119900,123
1995,139730,47493,58750,92238,194,194,153
1995,196250,196250,0,0,0,0,31
1995,273965,172700,64500,101265,59,59,214
1995,15318,15318,0,0,0,0,203
1995,216268,99640,74285,116627,117,117,22
1995,48670,32970,10000,15700,48,48,7
1995,7850,12560,-3000,-4710,-38,-38,67
1995,251122,80500,109950,170622,220,212,308
1995,29045,29785,0,-740,0,-2,333
1995,116965,87920,18500,29045,33,33,272
1995,184475,117750,42500,66725,57,57,153
1995,78500,78500,0,0,0,0,213
1995,446665,104650,219500,342015,338,327,303
1995,211950,196250,10000,15700,8,8,30
1995,78500,78500,0,0,0,0,30
1995,291235,223725,43000,67510,30,30,153
1995,9420,169050,-99000,-159630,-94,-94,365
1995,259050,7065,160500,251985,3567,3567,122
1995,196250,144754,32800,51496,36,36,122
1995,247539,247539,0,0,0,0,122
1995,180550,91060,57000,89490,98,98,30
1995,204022,141300,39950,62722,44,44,241
1995,183533,112700,46900,70833,67,63,303
1995,200175,180550,12500,19625,11,11,153
1995,94043,51025,27400,43018,84,84,92
1995,108958,74575,21900,34383,46,46,182
1995,168775,65803,65587,102972,156,156,61
1995,620150,419190,128000,200960,48,48,272
1995,160925,31400,82500,129525,413,413,92
1995,142870,116180,17000,26690,23,23,213
1995,150720,94200,36000,56520,60,60,122
1995,167990,117750,32000,50240,43,43,92
1995,148365,30223,75250,118143,391,391,182
1995,140515,47100,59500,93415,198,198,30
1995,136590,114610,14000,21980,19,19,272
1995,133450,128740,3000,4710,4,4,92
1995,115395,115395,0,0,0,0,241
1995,174270,117274,36303,56996,49,49,153
1995,262190,263235,3500,-1045,2,0,303
1995,219015,54950,104500,164065,299,299,213
1995,54950,33441,13700,21509,64,64,30
1995,204100,197977,3900,6123,3,3,182
1995,37680,43960,-4000,-6280,-14,-14,272
1995,147580,72450,49000,75130,109,104,333
1995,186830,169560,11000,17270,10,10,272
1995,353250,204100,95000,149150,73,73,272
1995,130310,62235,43360,68075,109,109,241
1995,105426,248060,-90850,-142635,-58,-58,213
1995,94200,78500,10000,15700,20,20,153
1995,178980,102050,49000,76930,75,75,182
1995,130310,62015,43500,68295,110,110,30
1995,183612,172622,7000,10990,6,6,182
1995,121424,73790,30340,47634,65,65,272
1995,350110,196250,98000,153860,78,78,122
1995,205670,100480,67000,105190,105,105,122
1995,133450,61230,46000,72220,118,118,213
1995,136590,54950,52000,81640,149,149,30
1995,169560,112700,38000,56860,54,50,303
1995,111470,66097,28900,45373,69,69,122
1995,35325,35325,0,0,0,0,241
1995,263760,243350,13000,20410,8,8,182
1995,222155,160140,39500,62015,39,39,182
1995,160140,164220,0,-4080,0,-2,303
1995,266115,192395,50000,73720,42,38,303
1995,56363,74531,-11572,-18168,-24,-24,153
1995,172700,28980,92000,143720,511,496,303
1995,164850,104650,40000,60200,62,58,365
1995,2,102050,-64999,-102048,-100,-100,61
1995,163280,102050,39000,61230,60,60,92
1995,116180,62800,34000,53380,85,85,61
1995,54872,45260,6122,9612,21,21,61
1995,107545,62800,28500,44745,71,71,182
1995,169403,113040,35900,56363,50,50,272
1995,132665,66725,42000,65940,99,99,213
1995,164850,38640,81000,126210,338,327,303
1995,120890,105455,11500,15435,18,15,303
1995,99695,47100,33500,52595,112,112,61
1995,97968,94200,2400,3768,4,4,92
1995,254340,169050,57000,85290,54,50,333
1995,149150,91060,37000,58090,64,64,272
1995,186830,89490,62000,97340,109,109,241
1995,154645,48827,67400,105818,217,217,213
1995,125600,125600,0,0,0,0,92
1995,118535,94122,15550,24414,26,26,241
1995,276320,277073,3905,-753,2,0,365
1995,150720,113040,24000,37680,33,33,272
1995,64370,43175,13500,21195,49,49,153
1995,246176,62066,118250,184111,307,297,333
1995,164458,39250,79750,125208,319,319,122
1995,114610,74575,25500,40035,54,54,92
1995,153860,112700,28000,41160,40,37,303
1995,54950,39250,10000,15700,40,40,61
1995,141612,31400,70199,110212,351,351,272
1995,7850,51025,-27500,-43175,-85,-85,153
1995,94200,74889,12300,19311,26,26,30
1995,39250,9660,19000,29590,317,306,365
1995,139730,53380,55000,86350,162,162,122
1995,70650,46315,15500,24335,53,53,92
1995,186830,122460,41000,64370,53,53,153
1995,117750,120733,-1900,-2983,-2,-2,30
1995,36110,36110,0,0,0,0,153
1995,259050,212359,33100,46691,25,22,333
1995,212735,48670,104500,164065,337,337,122
1995,2,2,0,0,0,0,30
1995,230790,153075,49500,77715,51,51,153
1995,24374,104650,-49475,-80276,-76,-77,365
1995,188400,141300,30000,47100,33,33,30
1995,115395,97340,11500,18055,19,19,240
1995,136433,19134,74713,117299,613,613,182
1995,155430,12558,91200,142872,1169,1138,303
1995,5338,70650,-41600,-65312,-92,-92,61
1995,378370,48300,211000,330070,703,683,333
1995,160140,92630,43000,67510,73,73,30
1995,192325,117750,47500,74575,63,63,61
1995,180550,35325,92500,145225,411,411,92
1995,62800,64400,0,-1600,0,-2,333
1995,201852,180550,13568,21302,12,12,153
1995,183690,86350,62000,97340,113,113,272
1995,166970,39250,81350,127720,325,325,122
1995,165635,105975,38000,59660,56,56,182
1995,77715,77264,287,451,1,1,153
1995,113825,58090,35500,55735,96,96,182
1995,45530,45530,0,0,0,0,241
1995,133450,86350,30000,47100,55,55,122
1995,89490,89490,0,0,0,0,213
1995,204100,108330,61000,95770,88,88,272
1995,207240,109743,62100,97497,89,89,272
1995,134235,62800,45500,71435,114,114,153
1995,11583,10924,420,659,6,6,17
1995,260463,227650,20900,32813,14,14,238
1995,298300,298300,0,0,0,0,6
1995,186830,109892,49005,76938,70,70,261
1995,251122,251160,3950,-39,3,0,321
1995,40035,41055,0,-1020,0,-2,365
1995,102050,53380,31000,48670,91,91,15
1995,130703,58247,46150,72456,124,124,14
1995,218057,54740,104890,163317,309,298,335
1995,94035,94035,0,0,0,0,183
1995,182120,182120,0,0,0,0,31
1995,306150,204100,65000,102050,50,50,92
1995,105190,89355,11500,15835,21,18,335
1995,148365,131880,10500,16485,13,13,92
1995,2,117750,-74999,-117748,-100,-100,211
1995,193110,114610,50000,78500,68,68,242
1995,4712,199640,-120999,-194928,-98,-98,365
1995,199390,113040,55000,86350,76,76,183
1995,263760,62015,128500,201745,325,325,242
1995,125600,76143,31501,49457,65,65,62
1995,181335,140875,28000,40460,32,29,273
1995,34540,31400,2000,3140,10,10,92
1995,174270,116965,36500,57305,49,49,183
1995,69080,171130,-65000,-102050,-60,-60,31
1995,124815,67353,36600,57462,85,85,242
1995,147580,35325,71500,112255,318,318,31
1995,98640,53264,28902,45376,85,85,92
1995,156215,36110,76500,120105,333,333,123
1995,103620,39250,41000,64370,164,164,62
1995,86272,88470,0,-2198,0,-2,273
1995,54950,83995,-18500,-29045,-35,-35,92
1995,156215,42390,72500,113825,269,269,183
1995,54950,14130,26000,40820,289,289,211
1995,573050,487480,54503,85570,18,18,183
1995,112883,94200,11900,18683,20,20,31
1995,125600,96520,20050,29081,33,30,365
1995,146795,260620,-72500,-113825,-44,-44,123
1995,298123,15700,179887,282423,1799,1799,31
1995,39250,78500,-25000,-39250,-50,-50,62
1995,117672,15700,64950,101972,650,650,123
1995,184475,86135,64000,98340,120,114,365
1995,107545,82915,17000,24630,33,30,303
1995,152290,178980,-17000,-26690,-15,-15,62
1995,108330,43960,41000,64370,146,146,31
1995,94200,40035,34500,54165,135,135,31
1995,22143,22143,0,0,0,0,242
1995,120910,117750,2013,3160,3,3,62
1995,135020,36895,62500,98125,266,266,152
1995,113040,75360,24000,37680,50,50,152
1995,275535,62710,136550,212826,351,339,303
1995,108487,66882,26500,41605,62,62,31
1995,145225,45885,64000,99340,225,217,365
1995,131880,84447,30212,47433,56,56,123
1995,69867,141143,-45399,-71276,-51,-51,16
1995,4710,100716,-61150,-96006,-95,-95,92
1995,486700,306150,115000,180550,59,59,123
1995,40820,31717,6300,9103,32,29,273
1995,28260,8629,12504,19631,228,228,92
1995,183690,61180,79000,122510,208,200,303
1995,144911,91259,34173,53652,59,59,92
1995,222061,43882,113490,178179,406,406,31
1995,182120,27475,98500,154645,563,563,92
1995,14766,141300,-80595,-126534,-90,-90,211
1995,235500,62800,110000,172700,275,275,183
1995,215875,112700,67500,103175,96,92,303
1995,39250,35325,2500,3925,11,11,31
1995,106760,83995,14500,22765,27,27,92
1995,120733,117750,1900,2983,3,3,152
1995,133450,15436,75168,118014,765,765,31
1995,265330,48670,138000,216660,445,445,31
1995,153703,86350,42900,67353,78,78,183
1995,489605,338100,101850,151505,49,45,335
1995,157000,199390,-27000,-42390,-21,-21,31
1995,125522,98910,16950,26612,27,27,183
1995,105975,62800,27500,43175,69,69,211
1995,112255,15700,61500,96555,615,615,123
1995,255596,149730,69800,105866,75,71,365
1995,113919,81640,20560,32279,40,40,211
1995,219015,70650,94500,148365,210,210,211
1995,2,131075,-83486,-131073,-100,-100,62
1995,204100,13083,121667,191017,1460,1460,123
1995,160925,76930,53500,83995,109,109,92
1995,21980,36110,-9000,-14130,-39,-39,31
1995,185260,64370,77000,120890,188,188,211
1995,161710,31400,83000,130310,415,415,152
1995,242251,19887,141633,222364,1118,1118,211
1995,502322,96930,258211,405391,418,418,242
1995,47100,43175,2500,3925,9,9,31
1995,146795,114610,20500,32185,28,28,123
1995,135020,127995,6500,7025,8,5,335
1995,139730,122360,13000,17370,17,14,303
1995,226080,20394,131333,205686,1037,1009,303
1995,56404,17977,24476,38427,214,214,92
1995,51810,4710,30000,47100,1000,1000,31
1995,541650,116725,272500,424925,376,364,303
1995,215090,186045,18500,29045,16,16,211
1995,188400,86232,66440,102168,124,118,303
1995,141300,132020,8000,9280,10,7,335
1995,345400,94985,159500,250415,264,264,152
1995,311645,251200,38500,60445,24,24,123
1995,166420,3140,104000,163280,5200,5200,242
1995,111470,45003,43048,66467,154,148,303
1995,237070,196250,26000,40820,21,21,31
1995,279460,48300,148000,231160,493,479,273
1995,563630,510250,34000,53380,10,10,123
1995,343830,65940,177000,277890,421,421,123
1995,191540,25120,106000,166420,663,663,92
1995,157000,86940,46000,70060,85,81,365
1995,139730,74968,41250,64763,86,86,31
1995,141143,144739,0,-3596,0,-2,273
1995,265330,154560,73000,110770,76,72,335
1995,127610,133450,-3720,-5840,-4,-4,92
1995,202373,25120,112900,177253,706,706,152
1995,438030,47100,249000,390930,830,830,123
1995,144440,138160,4000,6280,5,5,123
1995,7850,149150,-90000,-141300,-95,-95,183
1995,193895,180472,8550,13424,7,7,242
1995,199390,204470,0,-5080,0,-2,335
1995,128740,128740,0,0,0,0,31
1995,70572,64320,5000,6252,13,10,365
1995,109900,62172,30400,47728,77,77,92
1995,135020,54553,51253,80467,148,148,183
1995,102050,86350,10000,15700,18,18,62
1995,47100,109900,-40000,-62800,-57,-57,62
1995,150720,104939,29160,45781,44,44,152
1995,345243,75429,173050,269815,369,358,335
1995,88705,162610,-44500,-73905,-44,-45,273
1995,325775,75429,160650,250347,343,332,335
1995,260620,64320,126050,196301,316,305,302
1995,195465,61180,86500,134285,228,219,301
1995,246333,133450,71900,112883,85,85,27
1995,107545,70650,23500,36895,52,52,179
1995,133450,65205,44500,68245,110,105,296
1995,164850,164850,0,0,0,0,1
1995,141143,141143,0,0,0,0,15
1995,243350,60456,117450,182895,313,303,282
1995,227650,55735,109500,171915,308,308,129
1995,186045,28260,100500,157785,558,558,152
1995,113197,54740,38100,58457,112,107,242
1995,262190,58875,129500,203315,345,345,92
1995,86350,125600,-25000,-39250,-31,-31,121
1995,124030,97340,17000,26690,27,27,211
1995,70336,54950,9800,15386,28,28,211
1995,164850,141300,15000,23550,17,17,61
1995,50240,51520,0,-1280,0,-2,304
1995,125600,120750,5000,4850,7,4,242
1995,218230,159390,40000,58840,40,37,304
1995,309290,120750,122000,188540,163,156,334
1995,263132,39250,142600,223882,570,570,121
1995,345400,273700,50000,71700,29,26,272
1995,108330,68060,25650,40271,59,59,152
1995,18970,9484,6042,9486,100,100,31
1995,200960,48670,97000,152290,313,313,180
1995,80463,117750,-23750,-37288,-32,-32,92
1995,65803,65803,0,0,0,0,152
1995,19625,39250,-12500,-19625,-50,-50,61
1995,455222,80387,240020,374834,481,466,334
1995,106682,86350,12950,20332,24,24,180
1995,23550,117750,-60000,-94200,-80,-80,92
1995,80463,117750,-23750,-37288,-32,-32,92
1995,66725,43175,15000,23550,55,55,92
1995,184475,157000,17500,27475,18,18,61
1995,328130,70599,165150,257532,377,365,304
1995,181963,32200,95900,149763,480,465,365
1995,191540,43175,94500,148365,344,344,180
1995,86350,86350,0,0,0,0,121
1995,140123,96555,27750,43568,45,45,92
1995,132665,72450,39500,60215,88,83,272
1995,121283,78500,27250,42783,55,55,61
1995,13843,97340,-53183,-83497,-86,-86,92
1995,93572,94914,-855,-1342,-1,-1,92
1995,109743,39250,44900,70493,180,180,92
1995,312430,94200,139000,218230,232,232,61
1995,160140,117750,27000,42390,36,36,211
1995,204100,86350,75000,117750,136,136,121
1995,124344,86272,24250,38073,44,44,31
1995,139730,125580,11000,14150,14,11,334
1995,191540,121675,44500,69865,57,57,61
1995,86350,57305,18500,29045,51,51,121
1995,127170,66010,40000,61160,98,93,334
1995,172700,108763,40724,63937,59,59,92
1995,148365,64400,54500,83965,136,130,242
1995,144996,197225,-30146,-52229,-25,-26,272
1995,116965,82425,22000,34540,42,42,121
1995,141143,122460,11900,18683,15,15,92
1995,56520,102050,-29000,-45530,-45,-45,121
